bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author_id,language_id,publisher_id
16994,The Flash: Dead Heat,Wayne Faucher,3.93,1563896230,9781563896231,eng,144,216,10,8/1/2000,DC Comics,4030,1,963
16995,Fantastic Four  Volume 3,Mark Waid,3.95,0785120114,9780785120117,eng,256,118,5,11/23/2005,Marvel Comics,4023,1,1133
16995,Fantastic Four  Volume 3,Mike Wieringo,3.95,0785120114,9780785120117,eng,256,118,5,11/23/2005,Marvel Comics,4025,1,1133
16996,Underworld Unleashed,Mark Waid,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4023,1,963
16996,Underworld Unleashed,Scott Peterson,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4031,1,963
16996,Underworld Unleashed,Howard Porter,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4026,1,963
16996,Underworld Unleashed,Dennis Janke,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4032,1,963
16996,Underworld Unleashed,Phil Jimenez,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4033,1,963
16996,Underworld Unleashed,J.H. Williams Iii,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4034,1,963
16996,Underworld Unleashed,John Stokes,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4035,1,963
16996,Underworld Unleashed,Mick Gray,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4036,1,963
16996,Underworld Unleashed,Dan Green,3.12,1563894475,9781563894473,eng,176,111,6,4/1/1998,DC Comics,4037,1,963
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid,3.28,0785115366,9780785115366,eng,136,192,13,1/1/2005,Marvel Comics,4023,1,1133
16999,Fantastic Four  Vol 5: Disassembled,Paco Medina,3.28,0785115366,9780785115366,eng,136,192,13,1/1/2005,Marvel Comics,4038,1,1133
17005,Devilish,Maureen Johnson,3.46,1595140603,9781595140609,eng,263,4782,463,9/7/2006,Razorbill,4039,1,1134
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,0345487621,9780345487629,eng,345,938,46,7/31/2007,Ballantine Books,4040,1,10
17011,A Devilish Dilemma,Judith A. Lansdowne,4.02,0821758268,9780821758267,eng,288,54,6,1/1/1998,Zebra,4041,1,94
17015,Paranoid Park,Blake Nelson,3.63,0670061182,9780670061181,eng,180,1109,145,9/21/2006,Viking Books,4042,1,275
17018,Notes on a Scandal,Zoë Heller,3.71,0141012250,9780141012254,eng,244,1154,149,3/4/2004,Penguin Books,3249,1,55
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,0060541431,9780060541439,eng,322,70689,4067,12/21/2010,HarperCollinsPublishers,4039,1,121
17022,My Ishmael (Ishmael  #3),Daniel Quinn,4.07,0553379658,9780553379655,eng,293,8654,412,10/6/1998,Bantam,4043,1,125
17026,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,3.93,0671743554,9780671743550,eng,256,1485,85,9/1/1991,Pocket Books,4044,1,99
17027,Mumbo Jumbo,Ishmael Reed,3.82,2879291488,9782879291482,fre,292,34,1,1/5/1998,Editions de l'Olivier,4045,2,1135
17027,Mumbo Jumbo,Gérard H. Durand,3.82,2879291488,9782879291482,fre,292,34,1,1/5/1998,Editions de l'Olivier,4046,2,1135
17030,Flatland,Edwin A. Abbott,3.82,0192805983,9780192805980,eng,176,314,43,9/1/2006,Oxford University Press,4047,1,131
17030,Flatland,Rosemary Jann,3.82,0192805983,9780192805980,eng,176,314,43,9/1/2006,Oxford University Press,4048,1,131
17031,Flatland,Edwin A. Abbott,3.82,190398517X,9781903985175,eng,272,14,2,3/6/2002,Basic Books (AZ),4047,1,156
17031,Flatland,Ian Stewart,3.82,190398517X,9781903985175,eng,272,14,2,3/6/2002,Basic Books (AZ),4049,1,156
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1406503436,9781406503432,eng,100,11,1,1/16/2006,Dodo Press,4047,1,1136
17035,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1419120026,9781419120022,eng,64,4,0,6/17/2004,Kessinger Publishing,4047,1,227
17039,Flatterland,Ian Stewart,3.71,0330393774,9780330393775,eng,295,24,3,3/7/2003,Pan Publishing,4049,1,1048
17040,American Government: Continuity and Change,Karen O'Connor,2.83,0321209184,9780321209184,eng,792,1,0,3/4/2005,Longman Publishing Group,521,1,237
17040,American Government: Continuity and Change,Larry J. Sabato,2.83,0321209184,9780321209184,eng,792,1,0,3/4/2005,Longman Publishing Group,522,1,237
17043,Essentials of American Government: Continuity and Change,Karen O'Connor,3.5,032127623X,9780321276230,eng,604,4,0,4/1/2005,Longman Publishing Group,521,1,237
17043,Essentials of American Government: Continuity and Change,Larry J. Sabato,3.5,032127623X,9780321276230,eng,604,4,0,4/1/2005,Longman Publishing Group,522,1,237
17045,American Government: Continuity and Change  Texas Edition,Karen O'Connor,2.83,0321365607,9780321365606,eng,1088,0,0,5/26/2005,Longman Publishing Group,521,1,237
17045,American Government: Continuity and Change  Texas Edition,Larry J. Sabato,2.83,0321365607,9780321365606,eng,1088,0,0,5/26/2005,Longman Publishing Group,522,1,237
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,042518238X,9780425182383,eng,368,3709,169,4/1/2001,Berkley Publishing Group,4050,1,292
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie,4.3,0789313502,9780789313508,eng,320,450,17,9/20/2005,iUniverse,4051,1,21
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,Mick Rock,4.3,0789313502,9780789313508,eng,320,450,17,9/20/2005,iUniverse,4052,1,21
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,0743457625,9780743457620,eng,362,185,36,2/1/2005,Gallery Books,4053,1,172
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,1400052939,9781400052936,eng,271,212,18,10/19/2004,Crown Publishing Group,4,1,200
17061,Coraline,Neil Gaiman,4.06,0061139378,9780061139376,eng,162,403622,13096,8/29/2006,William Morrow Paperbacks,1224,1,9
17061,Coraline,Dave Mckean,4.06,0061139378,9780061139376,eng,162,403622,13096,8/29/2006,William Morrow Paperbacks,2475,1,9
17067,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman,4.15,0375812938,9780375812934,eng,160,2,1,6/12/2001,Random House,4054,1,6
17067,Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz Jr.,4.15,0375812938,9780375812934,eng,160,2,1,6/12/2001,Random House,4055,1,6
17067,Jurassic Park Institute Dinosaur Field Guide,Bob Walters,4.15,0375812938,9780375812934,eng,160,2,1,6/12/2001,Random House,4056,1,6
17075,Lost World of Agharti: The Mystery of Vril Power,Alec Maclellan,3.84,0285633147,9780285633148,eng,232,24,0,3/21/1996,Souvenir Press,4057,1,1137
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon,4.02,0306804158,9780306804151,eng,264,61,13,8/22/1990,Da Capo Press,4058,1,293
17085,I Am the Blues: The Willie Dixon Story,Don Snowden,4.02,0306804158,9780306804151,eng,264,61,13,8/22/1990,Da Capo Press,4059,1,293
17098,Isaac Newton,James Gleick,3.84,1400032954,9781400032952,eng,288,5495,324,6/8/2004,Vintage,4060,1,32
17112,Things Fall Apart: An Adapted Classic,Chinua Achebe,3.66,0130235016,9780130235015,eng,113,43,0,4/17/2000,Globe,4061,1,1138
17116,The Stranger,Albert Camus,3.98,0394700023,9780394700021,eng,154,1493,184,9/12/1954,Vintage,2954,1,32
17116,The Stranger,Stuart Gilbert,3.98,0394700023,9780394700021,eng,154,1493,184,9/12/1954,Vintage,2955,1,32
17118,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann,4.02,0822215020,9780822215028,eng,62,81,9,3/1/1996,Dramatists Play Service Inc.,4062,1,31
17118,Having Our Say: The Delany Sisters' First 100 Years,Sarah L. Delany,4.02,0822215020,9780822215028,eng,62,81,9,3/1/1996,Dramatists Play Service Inc.,4063,1,31
17118,Having Our Say: The Delany Sisters' First 100 Years,A. Elizabeth Delany,4.02,0822215020,9780822215028,eng,62,81,9,3/1/1996,Dramatists Play Service Inc.,4064,1,31
17118,Having Our Say: The Delany Sisters' First 100 Years,Amy Hill Hearth,4.02,0822215020,9780822215028,eng,62,81,9,3/1/1996,Dramatists Play Service Inc.,4065,1,31
17122,Retrospective  1964-1984,H.R. Giger,4.35,1883398290,9781883398293,eng,112,115,4,11/4/1997,Morpheus International,4066,1,1139
17122,Retrospective  1964-1984,Kathi Christen,4.35,1883398290,9781883398293,eng,112,115,4,11/4/1997,Morpheus International,4067,1,1139
17122,Retrospective  1964-1984,Adrienne Theimer,4.35,1883398290,9781883398293,eng,112,115,4,11/4/1997,Morpheus International,4068,1,1139
17122,Retrospective  1964-1984,Ernst Fuchs,4.35,1883398290,9781883398293,eng,112,115,4,11/4/1997,Morpheus International,4069,1,1139
17123,Handmaid's Tale,Margaret Atwood,4.11,0860688666,9780860688662,eng,324,400,35,4/14/1994,Virago Press Ltd,1393,1,1140
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.95,0374529523,9780374529529,eng,182,73577,2521,3/16/2005,Farrar  Straus and Giroux,4070,1,29
17125,One Day in the Life of Ivan Denisovich,H.T. Willetts,3.95,0374529523,9780374529529,eng,182,73577,2521,3/16/2005,Farrar  Straus and Giroux,4071,1,29
17133,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,0691102961,9780691102962,eng,229,143,18,7/21/2002,Princeton University Press,4072,1,101
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin,4.61,1883011523,9781883011529,eng,869,1495,75,2/1/1998,Library of America,4073,1,263
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,Toni Morrison,4.61,1883011523,9781883011529,eng,869,1495,75,2/1/1998,Library of America,1425,1,263
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,0385509847,9780385509848,eng,388,5680,216,3/20/2007,Nan A. Talese,2549,1,1141
17150,My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,1583485090,9781583485095,eng,232,91539,4662,2/20/2000,New Millennium Library,4074,1,1142
17151,Marie Antoinette: The Journey,Antonia Fraser,3.93,0385489498,9780385489492,eng,512,1102,154,11/12/2002,Anchor,2549,1,167
17152,My Antonia (Great Plains trilogy #3),Willa Cather,3.79,0743487699,9780743487696,eng,314,5985,507,3/4/2009,Pocket Books,4074,1,99
17152,My Antonia (Great Plains trilogy #3),Alyssa Harad,3.79,0743487699,9780743487696,eng,314,5985,507,3/4/2009,Pocket Books,3854,1,99
17153,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,0060846879,9780060846879,eng,400,52,6,4/25/2006,William Morrow,4075,1,73
17157,Marie Antoinette: The Journey,Antonia Fraser,3.93,0307277747,9780307277749,eng,512,27291,809,9/12/2006,Anchor Books,2549,1,195
17158,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel De Cervantes Saavedra,3.87,0393090183,9780393090185,eng,1003,56,9,11/1/1980,W. W. Norton & Company,1065,1,102
17158,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,John Ormsby,3.87,0393090183,9780393090185,eng,1003,56,9,11/1/1980,W. W. Norton & Company,4076,1,102
17170,A Tale of Two Cities,Charles Dickens,3.84,1593083327,9781593083328,eng,409,301,44,10/21/2004,Barnes & Noble,590,1,59
17170,A Tale of Two Cities,Gillen D'Arcy Wood,3.84,1593083327,9781593083328,eng,409,301,44,10/21/2004,Barnes & Noble,592,1,59
17174,A Yellow Raft in Blue Water,Michael Dorris,3.86,0312421850,9780312421854,eng,372,16190,897,3/5/2003,Picador USA,4077,1,77
17176,The Sound and the Fury,William Faulkner,3.86,0679600175,9780679600176,eng,368,518,80,9/5/1992,Modern Library,2780,1,260
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,2780,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,David Minter,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,4078,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Noel Polk,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,2781,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Ben Wasson,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,4079,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,C. Vann Woodward,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,4080,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Robert Penn Warren,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,1042,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Richard H. King,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,4081,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Jean-Paul Sartre,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,669,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Irving Howe,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,4082,1,102
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Ralph Ellison,3.86,0393964817,9780393964813,eng,446,1020,126,12/17/1993,W. W. Norton & Company,4083,1,102
17179,The Sound and the Fury,William Faulkner,3.86,0739325353,9780739325353,eng,9,138,37,7/6/2005,Random House,2780,1,6
17179,The Sound and the Fury,Grover Gardner,3.86,0739325353,9780739325353,eng,9,138,37,7/6/2005,Random House,735,1,6
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts,3.74,0822012197,9780822012191,eng,72,30,9,10/3/1963,Cliffs Notes,1343,1,56
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),William Faulkner,3.74,0822012197,9780822012191,eng,72,30,9,10/3/1963,Cliffs Notes,2780,1,56
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),Cliffsnotes,3.74,0822012197,9780822012191,eng,72,30,9,10/3/1963,Cliffs Notes,204,1,56
17184,The Invisible Man,H.G. Wells,3.64,0451528522,9780451528520,eng,192,109551,3892,9/3/2002,Signet Classics,741,1,130
17185,The Invisible Man,H.G. Wells,3.64,0812504674,9780812504675,eng,178,313,39,9/15/1992,Aerie,741,1,1143
17188,Invisible Man,Ralph Ellison,3.86,0679723137,9780679723134,eng,581,334,44,1/12/1990,Vintage,4083,1,32
17189,The Invisible Man,H.G. Wells,3.64,014143998X,9780141439983,eng,161,871,84,3/31/2005,Penguin Classics,741,1,53
17189,The Invisible Man,Christopher Priest,3.64,014143998X,9780141439983,eng,161,871,84,3/31/2005,Penguin Classics,4084,1,53
17202,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0399132678,9780399132674,eng,416,98,6,7/7/1987,G. P. Putnam's Sons,157,1,283
17204,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,0399154094,9780399154096,eng,352,64473,7744,1/18/2007,G. P. Putnam's Sons,4085,1,283
17206,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,3.92,0439700884,9780439700887,eng,320,19436,267,3/1/2007,Scholastic Inc.,3273,1,1
17208,Friday,Robert A. Heinlein,3.84,0345414004,9780345414007,eng,384,23064,476,6/17/1997,Del Rey,157,1,97
17214,Starship Troopers,Robert A. Heinlein,4.01,0441783589,9780441783588,eng,335,164740,3962,5/15/1987,Ace Books,157,1,42
17215,Starship Troopers,Robert A. Heinlein,4.01,0441014100,9780441014101,eng,280,1100,165,6/27/2006,Ace,157,1,98
17216,Starship Troopers,Robert A. Heinlein,4.01,1568654308,9781568654300,eng,205,172,20,8/1/1997,Ace,157,1,98
17216,Starship Troopers,Robert A. Heinlein,4.01,1568654308,9781568654300,eng,205,172,20,8/1/1997,SFBC,157,1,1144
17224,The Diamond Color Meditation: Color Pathway to the Soul,John Diamond,5.0,1890995525,9781890995522,eng,74,5,3,2/1/2006,Square One Publishers,4086,1,1145
17228,Zodiac,Neal Stephenson,3.72,2207252647,9782207252642,fre,391,65,0,4/9/2002,Denoël,266,2,871
17228,Zodiac,Jean-Pierre Pugi,3.72,2207252647,9782207252642,fre,391,65,0,4/9/2002,Denoël,4087,2,871
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne,4.04,0786809302,9780786809301,eng,112,371,22,8/18/2003,Disney Hyperion Books,3038,1,759
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Homer,4.04,0786809302,9780786809301,eng,112,371,22,8/18/2003,Disney Hyperion Books,405,1,759
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Troy Howell,4.04,0786809302,9780786809301,eng,112,371,22,8/18/2003,Disney Hyperion Books,1908,1,759
17233,The Scarlet Letter,Nathaniel Hawthorne,3.4,1419542206,9781419542206,eng,553,23,4,11/1/2006,Kaplan,3046,1,923
17236,Dracula,Bram Stoker,3.99,0744586534,9780744586534,eng,336,73,8,10/4/2004,Walker Books Ltd,4088,1,366
17236,Dracula,Jan Needle,3.99,0744586534,9780744586534,eng,336,73,8,10/4/2004,Walker Books Ltd,722,1,366
17236,Dracula,Gary Blythe,3.99,0744586534,9780744586534,eng,336,73,8,10/4/2004,Walker Books Ltd,1054,1,366
17238,Dracula,Bram Stoker,3.99,0743477367,9780743477369,eng,528,9871,431,10/1/2003,Pocket Books,4088,1,99
17238,Dracula,Joseph Valente,3.99,0743477367,9780743477369,eng,528,9871,431,10/1/2003,Pocket Books,2025,1,99
17241,Dracula,Bram Stoker,3.99,0786180404,9780786180400,eng,15,53,12,12/1/1998,Blackstone Audiobooks,4088,1,408
17241,Dracula,Robert Whitfield,3.99,0786180404,9780786180400,eng,15,53,12,12/1/1998,Blackstone Audiobooks,4089,1,408
17243,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker,3.44,0800809637,9780800809638,eng,224,21,2,6/1/1973,Taplinger Publ. Company,4088,1,1146
17243,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Charles Osborne,3.44,0800809637,9780800809638,eng,224,21,2,6/1/1973,Taplinger Publ. Company,3900,1,1146
17245,Dracula,Bram Stoker,3.99,0393970124,9780393970128,eng,488,774987,14944,5/12/1986,Norton,4088,1,435
17245,Dracula,Nina Auerbach,3.99,0393970124,9780393970128,eng,488,774987,14944,5/12/1986,Norton,4090,1,435
17245,Dracula,David J. Skal,3.99,0393970124,9780393970128,eng,488,774987,14944,5/12/1986,Norton,4091,1,435
17246,Macbeth,William Shakespeare,3.9,0743482794,9780743482790,eng,272,522,35,8/1/2004,Simon & Schuster,425,1,89
17246,Macbeth,Paul Werstine,3.9,0743482794,9780743482790,eng,272,522,35,8/1/2004,Simon & Schuster,3173,1,89
17246,Macbeth,Barbara A. Mowat,3.9,0743482794,9780743482790,eng,272,522,35,8/1/2004,Simon & Schuster,3172,1,89
17247,Macbeth (No Fear Shakespeare),William Shakespeare,3.9,1586638467,9781586638467,eng,219,1292,138,4/15/2003,SparkNotes,425,1,626
17247,Macbeth (No Fear Shakespeare),Sparknotes,3.9,1586638467,9781586638467,eng,219,1292,138,4/15/2003,SparkNotes,593,1,626
17247,Macbeth (No Fear Shakespeare),John Crowther,3.9,1586638467,9781586638467,eng,219,1292,138,4/15/2003,SparkNotes,4092,1,626
17248,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,3.83,0892967897,9780892967896,eng,247,73,12,2/1/2006,Mysterious Press,2266,1,921
17250,The Crucible,Arthur Miller,3.58,0142437336,9780142437339,eng,143,293374,6037,3/25/2003,Penguin Books,3033,1,55
17250,The Crucible,Christopher Bigsby,3.58,0142437336,9780142437339,eng,143,293374,6037,3/25/2003,Penguin Books,4093,1,55
17252,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,4.16,0375706364,9780375706363,eng,912,3103,114,1/23/2001,Vintage,4094,1,32
17253,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George Iii,3.96,0743491696,9780743491693,eng,390,206,14,11/28/2006,Pocket Books,4095,1,99
17255,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George Iii,4.14,0743491688,9780743491686,eng,640,332,38,8/29/2006,Pocket Books,4095,1,99
17259,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George Iii,3.69,074349170X,9780743491709,eng,320,183,16,2/27/2007,Star Trek,4095,1,1147
17263,Mr Tompkins in Paperback (Canto),George Gamow,4.19,0521447712,9780521447713,eng,202,580,49,3/26/1993,Cambridge University Press,4096,1,61
17263,Mr Tompkins in Paperback (Canto),Roger Penrose,4.19,0521447712,9780521447713,eng,202,580,49,3/26/1993,Cambridge University Press,632,1,61
17265,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,4.19,048624895X,9780486248950,eng,224,958,28,7/1/1985,Dover Publications,4096,1,58
17267,The Great Divorce,C.S. Lewis,4.28,0006280560,9790007672386,eng,160,87527,3867,2/1/2002,HarperCollinsPublishers,2819,1,121
17271,The Metaphysics of Star Trek,Richard Hanley,3.82,0465091245,9780465091249,eng,253,306,11,7/9/1997,Basic Books (AZ),4097,1,156
17275,The Very Best of the Feynman Lectures,Richard P. Feynman,4.18,0465099009,9780465099009,eng,180,123,21,10/4/2005,Basic Books (AZ),1527,1,156
17276,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,4.71,0738209252,9780738209258,eng,0,21,0,5/12/2004,Basic Books (AZ),1527,1,156
17277,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,4.8,0738209279,9780738209272,eng,0,20,0,1/3/2006,Basic Books (AZ),1527,1,156
17279,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,4.59,0738202835,9780738202839,eng,12,22,0,11/3/2004,Basic Books (AZ),1527,1,156
17280,The Feynman Lectures on Physics Vol 3,Richard P. Feynman,4.63,0805390499,9780805390490,eng,384,716,15,9/1/2005,Addison Wesley Publishing Company,1527,1,541
17280,The Feynman Lectures on Physics Vol 3,Robert B. Leighton,4.63,0805390499,9780805390490,eng,384,716,15,9/1/2005,Addison Wesley Publishing Company,1528,1,541
17280,The Feynman Lectures on Physics Vol 3,Matthew L. Sands,4.63,0805390499,9780805390490,eng,384,716,15,9/1/2005,Addison Wesley Publishing Company,1529,1,541
17289,Galactic Goodnight (Disney's Little Einsteins),Susan Ring,4.42,0786849738,9780786849734,eng,20,12,2,9/1/2006,Disney Press,4098,1,567
17289,Galactic Goodnight (Disney's Little Einsteins),Kirk Albert Etienne,4.42,0786849738,9780786849734,eng,20,12,2,9/1/2006,Disney Press,4099,1,567
17290,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke,3.86,0393011836,9780393011838,eng,320,3176,366,5/17/2002,W. W. Norton & Company,4100,1,102
17290,What Einstein Told His Cook: Kitchen Science Explained,Marlene Parrish,3.86,0393011836,9780393011838,eng,320,3176,366,5/17/2002,W. W. Norton & Company,4101,1,102
17292,Mission: Where's June? (Disney's Little Einstein),Susan Ring,4.5,0786855398,9780786855391,eng,24,12,1,4/5/2006,Disney Press,4098,1,567
17292,Mission: Where's June? (Disney's Little Einstein),Kirk Albert Etienne,4.5,0786855398,9780786855391,eng,24,12,1,4/5/2006,Disney Press,4099,1,567
17292,Mission: Where's June? (Disney's Little Einstein),Kirk Etienne Albert,4.5,0786855398,9780786855391,eng,24,12,1,4/5/2006,Disney Press,4102,1,567
17292,Mission: Where's June? (Disney's Little Einstein),Michael James Luzzi,4.5,0786855398,9780786855391,eng,24,12,1,4/5/2006,Disney Press,4103,1,567
17293,Babies (Baby Einstein),Julie Aigner-Clark,4.0,0786808381,9780786808380,eng,20,31,2,4/2/2002,Disney Press,2250,1,567
17294,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman,3.68,078685538X,9780786855384,eng,32,26,4,9/1/2006,Disney Press,4104,1,567
17294,Butterfly Suits (Disney's Little Einsteins),Nadeem Zaidi,3.68,078685538X,9780786855384,eng,32,26,4,9/1/2006,Disney Press,2251,1,567
17294,Butterfly Suits (Disney's Little Einsteins),Andy Mastrocinque,3.68,078685538X,9780786855384,eng,32,26,4,9/1/2006,Disney Press,4105,1,567
17295,Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring,4.29,0786849711,9780786849710,eng,12,21,2,9/1/2006,Disney Press,4098,1,567
17295,Birthday Machine (Disney's Little Einsteins Early Reader),Anna Okabe,4.29,0786849711,9780786849710,eng,12,21,2,9/1/2006,Disney Press,4106,1,567
17296,Music of the Meadow (Little Einsteins Early Reader),Susan Ring,3.7,0786855371,9780786855377,eng,28,26,1,9/1/2006,Disney Press,4098,1,567
17296,Music of the Meadow (Little Einsteins Early Reader),Kelly Preston,3.7,0786855371,9780786855377,eng,28,26,1,9/1/2006,Disney Press,4107,1,567
17296,Music of the Meadow (Little Einsteins Early Reader),Katie Nix,3.7,0786855371,9780786855377,eng,28,26,1,9/1/2006,Disney Press,4108,1,567
17297,1912 Manuscript on the Special Theory of Relativity,Albert Einstein,4.41,0807615323,9780807615324,eng,174,17,0,5/17/2004,George Braziller Inc.,3822,1,881
17297,1912 Manuscript on the Special Theory of Relativity,Hanoch Gutfreund,4.41,0807615323,9780807615324,eng,174,17,0,5/17/2004,George Braziller Inc.,4109,1,881
17303,Piercing the Darkness (Darkness  #2),Frank E. Peretti,4.32,1581345275,9781581345278,eng,448,50573,588,6/26/2003,Crossway Books,2181,1,704
17309,This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,1581345283,9781581345285,eng,376,86548,1637,6/26/2003,Crossway Books,2181,1,704
17313,The Oath,Frank E. Peretti,4.07,1595540458,9781595540454,eng,576,32,4,8/28/2005,Thomas Nelson,2181,1,47
17315,Oath of Swords (War God  #1),David Weber,4.01,1416520864,9781416520863,eng,576,5582,128,12/26/2006,Baen,4110,1,1000
17316,Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,4.27,0671697986,9780671697983,eng,501,6200,183,1/2/1989,Baen,4111,1,1000
17319,The Oath (Dismas Hardy  #8),John Lescroart,4.02,0451207645,9780451207647,eng,468,2781,133,1/7/2003,Signet,4112,1,54
17320,Wind Rider's Oath (War God  #3),David Weber,4.02,1416508953,9781416508953,eng,570,2774,42,8/1/2005,Baen,4110,1,1000
17323,A Visitation of Spirits,Randall Kenan,3.76,0375703977,9780375703973,eng,272,449,38,1/25/2000,Vintage,4113,1,32
17328,Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates,4.31,0975262203,9780975262207,eng,148,126,7,1/1/2004,Open Heaven Publications,4114,1,1148
17328,Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Robert Paul Lamb,4.31,0975262203,9780975262207,eng,148,126,7,1/1/2004,Open Heaven Publications,4115,1,1148
